"id","participantId","phase","button","reinforced","respondedAt"
"cj31gulwk20jlqvscenfn1dgz","c4rnprurki47bi99dhsrg1y28",3,"R2","f","2026-07-06 18:14:58.553681"
"ccg8lhlt4bewg51qrkeupcozz","c4rnprurki47bi99dhsrg1y28",3,"R1","f","2026-07-06 18:14:58.797592"
"c0i3h8ce8xmou4q6fs39hvsd2","chu8ssilhmnaw60h2rfh5oeqb",2,"R2","t","2026-07-06 18:14:58.852896"
"c13nrbr7qgc8ortx01xsxrage","c4rnprurki47bi99dhsrg1y28",3,"distractor","f","2026-07-06 18:14:59"
"cjfs45qtsv9eba7tfhcubfxg1","c4rnprurki47bi99dhsrg1y28",3,"R1","f","2026-07-06 18:14:59.752176"
"c5ze4sss7ft7nvyhfeawtrtdx","chu8ssilhmnaw60h2rfh5oeqb",2,"distractor","f","2026-07-06 18:15:00.500964"
"csk77xpc79udfzutveg0y2975","chu8ssilhmnaw60h2rfh5oeqb",2,"R2","t","2026-07-06 18:15:02"
"ctjrqnpymq29meqx0kxgv863l","c4rnprurki47bi99dhsrg1y28",3,"R2","f","2026-07-06 18:15:02.492727"
"css7rpiubajh3bd0aqxxtr4dj","c4rnprurki47bi99dhsrg1y28",3,"R2","f","2026-07-06 18:15:03.720672"
"cx2bv5utubvwr2hj1yyqudnrc","c4rnprurki47bi99dhsrg1y28",3,"R1","f","2026-07-06 18:15:04.169404"
"cuxg1tyuxohf07jys01hh1g6u","chu8ssilhmnaw60h2rfh5oeqb",2,"R2","t","2026-07-06 18:15:04.974983"
"c50ot59pm9o0mfqvn5o3n1k72","c4rnprurki47bi99dhsrg1y28",3,"R2","f","2026-07-06 18:15:05.793281"
"cul8chut5fo3kbgsxcrg313d5","chu8ssilhmnaw60h2rfh5oeqb",2,"R2","t","2026-07-06 18:15:06.008745"
"cjcaie6u1endu1nujj6h61ojm","chu8ssilhmnaw60h2rfh5oeqb",2,"R2","t","2026-07-06 18:15:06.731618"
"cxhiudimm5lt29gxta836jawm","c4rnprurki47bi99dhsrg1y28",3,"R1","f","2026-07-06 18:15:08.409139"
"c6ihsu6iz5gcu8vygkt38mk9r","chu8ssilhmnaw60h2rfh5oeqb",2,"R2","t","2026-07-06 18:15:08.673708"
"c7bvxmgu4ukzd4if5yltd6e8v","c4rnprurki47bi99dhsrg1y28",3,"distractor","f","2026-07-06 18:15:10.233906"
"c863uvas29fklon1u0ypzmqdv","chu8ssilhmnaw60h2rfh5oeqb",2,"R2","t","2026-07-06 18:15:10.441969"
"ckfuc66wkgfhll0jojm47rnpu","chu8ssilhmnaw60h2rfh5oeqb",2,"R2","t","2026-07-06 18:15:10.591969"
"cnjzx1y4egbc128cvuh668pv0","c4rnprurki47bi99dhsrg1y28",3,"R1","f","2026-07-06 18:15:10.631604"
"cq4nqb6y1wq42wuf00wfgazhu","chu8ssilhmnaw60h2rfh5oeqb",2,"R2","t","2026-07-06 18:15:11.175834"
"cjbiyrross4f0dvsu74x1j1g7","c4rnprurki47bi99dhsrg1y28",3,"R1","f","2026-07-06 18:15:11.618776"
"cmttahw5bsm1mpon7i3fmw4uv","chu8ssilhmnaw60h2rfh5oeqb",2,"distractor","f","2026-07-06 18:15:12.676582"
"cxreh9rqpsngff0mgcot1a0e3","chu8ssilhmnaw60h2rfh5oeqb",2,"R2","t","2026-07-06 18:15:13"
"cftqlm2soz21qaigcgse767tp","chu8ssilhmnaw60h2rfh5oeqb",2,"distractor","f","2026-07-06 18:15:13"
"cycg29tnv3gch8y3wodmqsb3h","c4rnprurki47bi99dhsrg1y28",3,"distractor","f","2026-07-06 18:15:14.410880"
"ciejdthtb5uj6peorxsfdhs41","c4rnprurki47bi99dhsrg1y28",3,"distractor","f","2026-07-06 18:15:15.484856"
"cm0v9hnw4fzn1wrpaz5xehylo","c4rnprurki47bi99dhsrg1y28",3,"distractor","f","2026-07-06 18:15:15"
"cczalfzn19oazob9wlkd2twsm","chu8ssilhmnaw60h2rfh5oeqb",2,"R1","f","2026-07-06 18:15:16.162231"
"ccfr00uzq23m78r13f50ut912","c4rnprurki47bi99dhsrg1y28",3,"distractor","f","2026-07-06 18:15:16.666044"
"c1kianbkfx34970dnytj655od","chu8ssilhmnaw60h2rfh5oeqb",2,"R1","f","2026-07-06 18:15:17"
"c7122q4tn1faze31qj5swb2tg","chu8ssilhmnaw60h2rfh5oeqb",2,"R2","t","2026-07-06 18:15:19.083384"
"c17g3mfx8t1c4gudz9eyxcg1s","chu8ssilhmnaw60h2rfh5oeqb",2,"distractor","f","2026-07-06 18:15:19.699634"
"cosvsybqm1hlyvtfx136g8239","chu8ssilhmnaw60h2rfh5oeqb",2,"R2","t","2026-07-06 18:15:19.939491"
"ce9yiwvfn61d34tic3qmnn012","chu8ssilhmnaw60h2rfh5oeqb",2,"R2","t","2026-07-06 18:15:20.346254"
"chjju0vzxzz7mhfiex8qevvyo","chu8ssilhmnaw60h2rfh5oeqb",2,"R2","t","2026-07-06 18:15:20.581201"
"cq5oct9nqbqr0d4posetz6bvd","chu8ssilhmnaw60h2rfh5oeqb",2,"R2","t","2026-07-06 18:15:24.727385"
"cd8et4du097je8xnlcpad9ets","chu8ssilhmnaw60h2rfh5oeqb",2,"R2","t","2026-07-06 18:15:26.723676"
"cn9k5snd16s119xxo29vyj6nm","chu8ssilhmnaw60h2rfh5oeqb",2,"R2","t","2026-07-06 18:15:28.870425"
"cv9tztmenvkys8zolp7nuxqk1","chu8ssilhmnaw60h2rfh5oeqb",2,"R2","t","2026-07-06 18:15:29.402599"
"ckts0owdsrhxdryspl9zny9xp","chu8ssilhmnaw60h2rfh5oeqb",2,"distractor","f","2026-07-06 18:15:29"
"cet28ihlyz5d93hbg366loqgd","chu8ssilhmnaw60h2rfh5oeqb",2,"R2","t","2026-07-06 18:15:29.979991"
"ccp1cmgf5175yt0zg7zhjhe7q","chu8ssilhmnaw60h2rfh5oeqb",2,"R2","t","2026-07-06 18:15:30.129991"
"c0vksc2dcfuwxe1ghwkv8fxqk","chu8ssilhmnaw60h2rfh5oeqb",2,"R2","t","2026-07-06 18:15:32.098237"
"cbgjs4hf7xgahhlox50inbngp","chu8ssilhmnaw60h2rfh5oeqb",2,"distractor","f","2026-07-06 18:15:32.371082"
"cud1iozz8bp3lhge3lxbsec7i","chu8ssilhmnaw60h2rfh5oeqb",2,"distractor","f","2026-07-06 18:15:32.521082"
"cb0yihox1narka14vtxypc3rz","chu8ssilhmnaw60h2rfh5oeqb",2,"R2","t","2026-07-06 18:15:32.671082"
"c8fak30mf916osdlbl7jyp7rt","chu8ssilhmnaw60h2rfh5oeqb",2,"R2","t","2026-07-06 18:15:32.821082"
"cnr70iwnxaoyivia9df1geesf","chu8ssilhmnaw60h2rfh5oeqb",2,"R2","t","2026-07-06 18:15:33.170917"
"clsp85whzk169miqdonjn87dn","c4rnprurki47bi99dhsrg1y28",3,"distractor","f","2026-07-06 18:15:34.401790"
"cbjwuew7tpkpu7xhjl832hn1j","chu8ssilhmnaw60h2rfh5oeqb",2,"R2","t","2026-07-06 18:15:34.872721"
"cmmz1yb7cnvobxkn1mlt4h0v6","chu8ssilhmnaw60h2rfh5oeqb",2,"R2","t","2026-07-06 18:15:35.866739"
"cqpwsue3mvg3juh8c64x8g5t1","chu8ssilhmnaw60h2rfh5oeqb",2,"R1","f","2026-07-06 18:15:36.514836"
"cib0zcj3k06drm5r5pqx6x85t","chu8ssilhmnaw60h2rfh5oeqb",2,"R2","t","2026-07-06 18:15:37.838657"
"cpuzs64jlf2i91t33meh0awyz","chu8ssilhmnaw60h2rfh5oeqb",2,"R2","t","2026-07-06 18:15:41.522305"
"cyimjya4ogbh0ofhqslyl8g9s","chu8ssilhmnaw60h2rfh5oeqb",2,"R1","f","2026-07-06 18:15:41.683057"
"cq80pq3o1p3ywvbwvdlqimxcx","chu8ssilhmnaw60h2rfh5oeqb",2,"R2","t","2026-07-06 18:15:41.833057"
"cwm2k2y30ntrzxfnfj17iqqqn","chu8ssilhmnaw60h2rfh5oeqb",2,"R2","t","2026-07-06 18:15:42.348818"
"cgsyan9lauf98cr5x8eikezd0","chu8ssilhmnaw60h2rfh5oeqb",2,"R2","t","2026-07-06 18:15:42.878456"
"c8397lu5gs2uom87u6ohe7hp6","chu8ssilhmnaw60h2rfh5oeqb",2,"distractor","f","2026-07-06 18:15:43.539922"
"c01oc04w3k2jf1pw3qi39yo2t","chu8ssilhmnaw60h2rfh5oeqb",2,"R2","t","2026-07-06 18:15:44.274261"
"ctjfhptjb02y531dv6nisk4hf","chu8ssilhmnaw60h2rfh5oeqb",2,"R2","t","2026-07-06 18:15:44.616274"
"cd3y5exvful8ket9t2tmlil4t","chu8ssilhmnaw60h2rfh5oeqb",2,"R2","t","2026-07-06 18:15:45.350029"
"cyjkvhsx1czb56iwwds9rwnsl","chu8ssilhmnaw60h2rfh5oeqb",2,"R2","t","2026-07-06 18:15:45.536700"
"c19hxstjtmbie39hszcf56khn","chu8ssilhmnaw60h2rfh5oeqb",3,"distractor","f","2026-07-06 18:15:48.760740"
"c14k4e5gmgqjfhb4k0l1axw75","chu8ssilhmnaw60h2rfh5oeqb",3,"distractor","f","2026-07-06 18:15:49.072097"
"c2tlfxeharxrv21t8hsxvo0mx","chu8ssilhmnaw60h2rfh5oeqb",3,"R2","f","2026-07-06 18:15:50.770731"
"cdb5rdxijc5luvvqcpqa1urym","chu8ssilhmnaw60h2rfh5oeqb",3,"R1","f","2026-07-06 18:15:51.658692"
"cgsfrjuk4grvhvy0ovlf54vyt","chu8ssilhmnaw60h2rfh5oeqb",3,"distractor","f","2026-07-06 18:15:53.871803"
"c0pr519lp7hz6vg5twyty6zyg","chu8ssilhmnaw60h2rfh5oeqb",3,"distractor","f","2026-07-06 18:15:54"
"c0zrzci0iwhyw9c5v7zha23m7","chu8ssilhmnaw60h2rfh5oeqb",3,"distractor","f","2026-07-06 18:15:55.486471"
"clii1lz7ysp474qmiinkr9yhh","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:15:57.193244"
"ckqmxutt5qnsanmc4u2f4ckas","chu8ssilhmnaw60h2rfh5oeqb",3,"R1","f","2026-07-06 18:15:57.605194"
"cnc90vw3u4fjrqwvgemqbttda","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:15:57.639808"
"clh6etp3hzd3jh5f9blt44njr","chu8ssilhmnaw60h2rfh5oeqb",3,"R1","f","2026-07-06 18:15:57.772244"
"crhr64lthc80uum51sag96vxq","chu8ssilhmnaw60h2rfh5oeqb",3,"R2","f","2026-07-06 18:16:00"
"c9fb1iq1dipktfbp81oidkfqb","chu8ssilhmnaw60h2rfh5oeqb",3,"R1","f","2026-07-06 18:16:00.807193"
"cqdylmm02ppph6w4wj9dmj0s9","chu8ssilhmnaw60h2rfh5oeqb",3,"distractor","f","2026-07-06 18:16:02.599279"
"cxnyio8qm49z5llxugnvjou3p","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:03.483844"
"ckauxmamgn2671vwioc4f6zdx","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:04.281982"
"czxp8fy8bgbt6co9qrr47eiph","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:04.281982"
"c46r58hqj3zkgpclya24dh1bv","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:05"
"c670gbqhu3ljya0m1ri857mq5","chu8ssilhmnaw60h2rfh5oeqb",3,"R1","f","2026-07-06 18:16:09.228455"
"cz1tq6ebcixcog0zupn7gaet4","chu8ssilhmnaw60h2rfh5oeqb",3,"distractor","f","2026-07-06 18:16:10.777754"
"cfeuke1nnn8vhxvmnkvm6wyq9","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:11.583436"
"ccbv5yxosdc3y4qeg55gprv06","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:12.195505"
"cru62kz48wxegc0npesoa22lg","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:12"
"cvj4eh5ntvcfrmkt7n6ktrwaj","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:12.868267"
"c5bpluminzyj0yg5jn8tzp4s5","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:12.911671"
"cqms6y6918tgyruvx7ik3yvav","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:13.990987"
"ce4wlebotsms858ocj1pc02e9","chu8ssilhmnaw60h2rfh5oeqb",3,"R2","f","2026-07-06 18:16:14.117881"
"c0dmt8rambvvfdac8tcps1m6a","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:14.159881"
"cfna1q6hqbwcasddg31xr5tct","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:14.197666"
"cgfvj2dus9d436wpj3q92oj1t","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:14"
"ciut5irjny5wgav46ox465y5g","chu8ssilhmnaw60h2rfh5oeqb",3,"distractor","f","2026-07-06 18:16:14.954848"
"cccauva6d6xqar9zjy99xxcte","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:14"
"ck4pif528wnt1pot2aopug9dy","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:16.020438"
"cjechbeloiycf6ti5s3znsz0x","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:16.521855"
"c2n1kejrr6pbivusih7e9esr0","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:19"
"cnhwzld2fquek0xdm08yignnb","c8b0uyghj1j3havawfx4g6vm8",1,"distractor","f","2026-07-06 18:16:20.146119"
"c9i0z4ek2c2hw3cihgjnqrbur","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:21.414607"
"ctxa1k714j2qkjodai8fvp3vu","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:21.428140"
"clctokfwn8xr66bm6her0qk35","c8b0uyghj1j3havawfx4g6vm8",1,"distractor","f","2026-07-06 18:16:23.547028"
"cu53s5xmo35ubcpjyecj17g2h","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:23.547028"
"cjs6j5vj4djy7fidlpnw41iql","chu8ssilhmnaw60h2rfh5oeqb",3,"R2","f","2026-07-06 18:16:23.697888"
"c48fmmgmjufkzomlq7sn6zfm4","chu8ssilhmnaw60h2rfh5oeqb",3,"distractor","f","2026-07-06 18:16:24.657501"
"clzghcti6m5ewcbvxcj9axzop","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:26"
"cyw83l74vynqlhfense1i8mje","c8b0uyghj1j3havawfx4g6vm8",1,"R2","f","2026-07-06 18:16:26"
"c2w4g2x5b1rxsrwzc8bt2l2g1","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:27.791045"
"cef2nwnv4fzircs6eaqmkbcg4","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:29"
"cgdnskxs1dmb6i5f3sug9mxg6","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:30.743525"
"cho8x3cz1gkdwa0xkhclk51m7","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:31"
"cucgwflc6d74vgs9hsha67ijj","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:33.420009"
"ceukq2x3lvxlmpu9hvxpu4hv8","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:34"
"cqxgd9mvomo25bojokmawoh68","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:34.379959"
"cghx84cgh1p5fm8isdaiqbh4l","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:35.002121"
"cbyh431fe8l7ibdp4m9v31tlv","chu8ssilhmnaw60h2rfh5oeqb",3,"R1","f","2026-07-06 18:16:35.053761"
"ccra8x6us4928zachd654fnr2","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:35.371006"
"c766y712dmdux7rawalwiy466","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:35.813648"
"cj0lqr9b80tcz35id74wc0dgt","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:37.709380"
"cdf2vkseqpm6in2tcnxxeypsr","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:38.717373"
"cm2ume1v0eajiemrzsv1uqtux","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:39.270525"
"cegj8ra0xo4k521myammas37p","c8b0uyghj1j3havawfx4g6vm8",1,"distractor","f","2026-07-06 18:16:40.407024"
"c7wkifdb1sayu78wm7pfz3xdl","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:40.806187"
"c1tmr949cp4avymvd8iee39g3","c8b0uyghj1j3havawfx4g6vm8",1,"distractor","f","2026-07-06 18:16:41"
"c3m04tf5tf28doi36syq0yuf2","c8b0uyghj1j3havawfx4g6vm8",1,"distractor","f","2026-07-06 18:16:41.926608"
"cgu214qfmh9rjnntl4860af8l","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:42.854330"
"c4lfxp1222zpcx6vpsdnfoc22","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:43.215175"
"cumsalm5fpoyuvs30n7ddluqd","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:43.215175"
"cnvqywxgf8qx6psz9fnf8l5lw","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:44.785963"
"c3kpdyc0h501v1v2rrd96agtb","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:46.142059"
"ce0hoh6jtn4n6jal9pujacdho","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:46.445652"
"c7bf8xve2yjfn06nqjdwz5daz","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:47.376576"
"cmn0usuabzzpmsjmqv2eyamct","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:49.779696"
"c7bnwwdn0sqkiuvw41ovte43z","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:50.752248"
"chii7lm4kxzb8gen8acfg6pvh","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:52.771598"
"c6cyb44urzk6jc8rydia04b2c","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:52.850884"
"cblpclonhth8ch5bzx0t5307g","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:52.850884"
"cqac9b4extofyr6v5kpxxtl8r","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:54.726541"
"cmoy94aw411ta2btb7lr9ac7t","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:55.812672"
"ckwtpa4vcwvn89m9766vs1s80","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:56.399428"
"cno8l8mdt335cwiit7rimvs2b","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:57.303341"
"cyrwp5k8ligvkg0hf4o3fgsjd","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:16:57.704558"
"chogk9jvim646go7ql888qmrm","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:02"
"cplhsbfmz2l4kky5ni23yahsa","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:03.827664"
"cb00f1ld0xdqoltaxp1snb0zw","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:03.827664"
"cqnne7ehjgpfhozv3mkri7zih","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:05"
"crdao6rnk8lgtajmn84ezglzt","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:05.872992"
"cgqb3da0mkfmu3lp3baitm5in","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:08.243340"
"chul2rn733gm4sm6f7da1wqws","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:09.692836"
"cc0tikfwwcmn31pqup0wjyw4w","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:10.516392"
"cw4cfv9rm9b6j2npqxgs2lfq4","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:10.520054"
"c4lsck7cxn8zci0q6z57gyz8y","c8b0uyghj1j3havawfx4g6vm8",1,"R2","f","2026-07-06 18:17:11.542647"
"czt1i4ofp7qewso3kpwk412cv","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:12.257007"
"c4co5froacumd9l21hixf2unl","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:12"
"c686z6kwtihm7msm37yubwkn4","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:13.062291"
"ck02g4dpeeascrnlp3j1ublnm","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:13.062291"
"cvpxz8oo47g56uq6c9y4kuifm","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:14.692502"
"cu5s216r2ezw2vt47gnkld4x9","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:15.284741"
"cuifnd7x12kw5jhyw4seuim0g","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:20.178304"
"cx96pm4dqxrju0r3belfa895i","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:20.765390"
"c6satcp3s161j1rww2170fyp8","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:21.240490"
"cicy58kkfdxicszoeqn1u5h9s","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:21.739769"
"cvd44y04p8789dj63xtcbil7l","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:22"
"ccfkxi6l1001h9i3sk27tls3h","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:23"
"c5b6bk2gvaxinclz3sijmuzej","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:23.508679"
"caxz96xs6ct8soec22d9vq4an","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:23.929582"
"c4ly4pcojnmelhvnugbdl0m93","c8b0uyghj1j3havawfx4g6vm8",1,"R2","f","2026-07-06 18:17:24.004885"
"ckwt138lz246d1qjmjt2dz561","c8b0uyghj1j3havawfx4g6vm8",1,"R2","f","2026-07-06 18:17:24.004885"
"cngyqt2dh97klhgz7r2yq0jr3","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:25.124895"
"cfp08ljvfz5hdlzt797irs40c","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:26.906835"
"c9629fmkixs2u6p7t2u3g7xi1","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:27"
"crfbnk01mx3wps9y4kav57n9r","c8b0uyghj1j3havawfx4g6vm8",1,"R2","f","2026-07-06 18:17:29.636652"
"c746779o8o0yp4uggqi4tfrrt","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:31.098841"
"c99sluw98bq7zqqdsunjgfvpz","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:31.301989"
"chg07j3puphnkt20yhbpwa4e5","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:31.553719"
"cdfrvkazb4el4lekipaqyfz28","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:33.541940"
"cvmcqi1g1b93ei8l0kbamx735","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:33.975763"
"cnqk38law5le9c69m22ljk6zz","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:33.975763"
"cdmyww03ihh4khl2krq0v4jjo","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:36.800653"
"cwd2tpmsjnfzwnvbblhziba8p","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:37.574460"
"chrofaeh69g9527eavmqpimaq","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:40.239642"
"cy46pnhrhf1kx59vgutlnrjfy","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:41.318675"
"c8gdyrs9cf271nszr7z2bv5io","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:42.544711"
"cxrzrv1vpk8e4jf80go94vvnw","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:43.047848"
"c6or3lucpiabswnm815j1r6g2","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:43.750095"
"ciic6t7xgaa10u2stwujdlv7f","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:44.123271"
"ckrk3xu09taxsno2na2p5orux","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:44.165507"
"clgkjvfqeayy53q60y8p1r62o","c8b0uyghj1j3havawfx4g6vm8",1,"R2","f","2026-07-06 18:17:44"
"cplvp6ykhly2e5mrkfx0ua6rm","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:45.044118"
"cr45j2ztyuqo8yy2676uy9c75","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:45.219612"
"cl7np49oppqs9twyq25pyjle2","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:45.686487"
"c8lgdkrad5d0io7y03ht3jus0","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:45.843777"
"c5x3t9jfpvcpt38qbfnqqoiig","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:47.593740"
"c0ald4jqpq9c6fazxdhv44dne","c8b0uyghj1j3havawfx4g6vm8",1,"R2","f","2026-07-06 18:17:47.653988"
"crp6eu3m8t1ckvhzovmbwb4d6","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:47.806666"
"cd4dom6ip235cqdxdaivsy291","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:53.312078"
"c99zn4jsy8i7t717qs8ga50j6","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:53.694300"
"cxxadup3kde7120qrwtwqa6b2","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:53.834622"
"csd95t0iv4wk2gt4mervcir8x","c8b0uyghj1j3havawfx4g6vm8",1,"R1","t","2026-07-06 18:17:53.834622"
